"data_pesquisa,id_empresa,rede,endereco_completo,codigo_categoria,id_produto,descricao,preco_regular,preco_atacado,preco_atacado_qtd,preco_promocao,preco_fidelidade"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,111167,MISTURA INSTANTÂNEA PARA POLENTA  -( + ) BARATO -500 GR,2.79,2.59,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7622210641151,BISCOITO SALGADO PARA LANCHE  -CLUB SOCIAL -144 GR,4.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7622300807399,BISCOITO WAFER BIS -LACTA -126 GR,6.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891000056523,FORMULA INFANTIL 1  -NESTOGENO -400 GR,26.50,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891000056615,FORMULA INFANTIL 2  -NESTOGENO -400 GR,23.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891000252819,IOGURTE SACHÊ -CHAMYTO -100 GR,2.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7891000305812,IOGURTE DESNATADO ZERO LACTOSE  -MOLICO -170 GR,2.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891000352175,ACHOCOLATADO EM PO  -NESCAU -370 GR,8.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891079013120,MACARRÃO INSTANTÂNEO COPO  -CUP NOODLES -70 GR,4.39,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7891150064331,SABÃO EM PÓ LAVAGEM PERFEITA CAIXA  -OMO -1.6 KG,24.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7891242211551,MULTIUSO CLORO ATIVO  -UAU -500 ML,7.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891527069365,POSTA DE TILÁPIA CONGELADA -COPACOL -800 GR,23.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7891528029498,CREME DENTAL TRIPLA LIMPEZA COMPLETA -SORRISO -70 GR,2.87,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7891910020096,ADOÇANTE EM PO  -UNIAO/FIT -500 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891962015620,BOLINHO RECHEADO SABORES  -BAUDUCCO -40 GR,1.68,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891962056500,BISCOITO C/ CHOCOLATE CHOCO BISCUIT  -BAUDUCCO -80 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891999010995,MARGARINA CREMOSA SABOR MANTEIGA S/ SAL -VIGOR -500 GR,8.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7894000050720,MAIONESE LIGHT  -HELLMANNS -500 GR,11.50,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896022205539,MACARRÃO ESPAGUETE INTEGRAL -GALO -500 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7896023408205,SABONETE  -LIVY -85 GR,1.38,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896038305193,MASSA ALIMENTÍCIA DE ARROZ PENA ZERO GLÚTEN  -URBANO -500 GR,4.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896038310197,MASSA ALIMENTÍCIA DE ARROZ PARAFUSO ZERO GLÚTEN  -URBANO -500 GR,4.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896058595291,BALA TUBO RECHEADO SABORES  -DORI -70 GR,3.39,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896058595406,BALA DE GELATINA SABORES  -DORI -85 GR,3.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896058595413,BALA DE GELATINA AMORA  -DORI -85 GR,3.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896058595420,BALA PESCOÇO DE GIRAFA SABORES  -DORI -30 GR,1.75,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896080900148,FÓSFORO PACOTE C/10 CAIXAS  -PARANA -1 PCTE,2.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7896090401222,DESODORANTE AEROSSOL -FRANCIS -150 ML,12.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,4,7896096500011,PÃO DE FORMA FATIADO COM LEITE -NINO -400 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,4,7896096500073,MINI PÃO PARA HOT DOG  -NINO -400 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896196800103,CHÁ MATE  -81 -40 GR,2.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896232111170,MACARRÃO C/ OVOS PARAFUSO  -FLORIANI -500 GR,3.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896256600094,NATA  -TIROL -300 GR,9.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896256600551,QUEIJO PRATO Fatiado -TIROL -150 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275900953,PRESUNTO COZIDO FATIADO   -FRIMESA -200 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275910112,LINGUIÇA TOSCANA CONGELADA -FRIMESA -1 KG,18.50,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275970406,QUEIJO PETIT SUISSE FRIMINHO -FRIMINHO -360 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275970789,IOGURTE POLPA BANDEJA MIX FRUTAS -FRIMESA -540 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896275970857,DOCE DE LEITE  -FRIMESA -400 GR,8.49,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275981952,MANTEIGA EXTRA SEM SAL  -FRIMESA -200 GR,9.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896279600538,ÓLEO DE SOJA  -COAMO -900 ML,4.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896327511472,GELATINA SEM SABOR  -APTI -24 GR,5.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896327512967,FERMENTO QUÍMICO  -APTI -100 GR,2.85,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896327513223,CALDO DE GALINHA CARNE  -APTI -57 GR,1.45,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896327514916,PO PARA PUDIM  -APTI -50 GR,1.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896404604363,AMACIANTE DE ROUPAS CONCENTRADO  -GIRANDO SOL -500 ML,7.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896404607678,SABAO EM PO SACHÊ  -GIRANDO SOL -800 GR,6.49,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896419431053,FARINHA DE TRIGO  -ANACONDA -5 KG,18.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896481600029,PÊSSEGOS EM CALDA  -GB -450 GR,11.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896508200034,AÇÚCAR REFINADO  -ALTO ALEGRE -1 KG,4.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896735115330,ARROZ POLIDO  -SABOR SUL -5 KG,22.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896735115378,ARROZ PARBOILIZADO  -SABOR SUL -5 KG,21.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7897042012732,CREME DE HIDRATAÇÃO -SKALA -1 KG,9.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7898187730123,OVOS TIPO GRANDE BRANCO -CARMINATTI -1 DZ,7.89,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7898416527081,PIPOCA PARA MICROONDAS  -KISABOR -100 GR,2.89,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7898915414011,LEITE LONGA VIDA INTEGRAL  -TERRA VIVA -1 LITRO,3.89,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7898920195813,SUCO NÉCTAR MISTO   -NUTRI NECTAR -1 LITRO,4.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7899916905645,SUCO MISTO UVA E MAÇÃ  -NATURAL ONE -2 LITRO,16.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7908324400694,SABONETE HYDRATTA -FRANCIS -90 GR,3.39,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896009301131,ATUM RALADO -COQUEIRO -170 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891962053189,TORRADA -BAUDUCCO -142 GR,3.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896327514282,ACHOCOLATADO EM PO SACHÊ  -APTI POWER -1,01 KG,12.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891962008387,BISCOITO RECHEADO -BAUDUCCO -140 GR,1.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896016604362,COCO RALADO -DUCOCO -50 GR,2.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896082500520,FILÉ DE PESCADA CONGELADO -COSTA SUL -800 GR,28.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896082501046,SARDINHA CONGELADA -COSTA SUL -800 GR,13.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896256600230,LEITE LONGA VIDA SEMIDESNATADO -TIROL -1 LITRO,4.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896534402938,AÇÚCAR CRISTAL  -GLOBO -5 KG,14.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896894900037,AÇÚCAR REFINADO  -CARAVELAS -5 KG,16.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896256602111,BEBIDA LÁCTEA CHOCOLATE -SHOWKINHO -200 ML,1.06,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891079000205,MACARRÃO INSTANTÂNEO  -NISSIN -85 GR,2.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7894000050034,MAIONESE -HELLMANNS -500 GR,10.56,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7891024172537,CONDICIONADOR -PALMOLIVE -350 ML,11.50,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7891024035047,SABONETE ANTIBACTERIANO -PROTEX -85 GR,3.85,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7891024174210,SHAMPOO  -PALMOLIVE -350 ML,7.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896098905906,SABÃO EM BARRAS -YPE -900 GR,12.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896038306053,ARROZ PARBOILIZADO -URBANO -1 KG,4.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896038306039,ARROZ PARBOILIZADO -URBANO -5 KG,24.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896038321056,ARROZ POLIDO  -TIO URBANO -1 KG,5.38,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896038321032,ARROZ POLIDO  -TIO URBANO -5 KG,26.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896022205201,BISCOITO MAISENA -RENATA -360 GR,3.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891000325131,BOMBOM CHOCOLATE -NESTLE -251 GR,9.89,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896019112116,CAFE VÁCUO  -DAMASCO -500 GR,13.58,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891999970053,QUEIJO PARMESÃO RALADO -VIGOR -50 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7899916905621,SUCO LARANJA NATURAL -NATURAL ONE -2 LITRO,14.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275960193,REQUEIJÃO CREMOSO -FRIMESA -200 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7891022638004,DETERGENTE LÍQUIDO  -LIMPOL -500 ML,2.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7891035210006,MULTIUSO ORIGINAL -VEJA -500 ML,6.39,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,4,7891962063874,PÃO BISNAGUINHA ORIGINAL -BAUDUCCO -260 GR,7.95,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,4,7891962051345,PÃO FATIADO INTEGRAL -VISCONTI -400 GR,5.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896295388489,FRANGO A PASSARINHO -C. VALE -1 KG,7.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896275970383,QUEIJO MUSSARELA Fatiado -FRIMESA -200 GR,8.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7622210592750,BISCOITO RECHEADO -TRAKINAS -126 GR,3.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7622300860059,GELATINA SORTIDA -ROYAL -25 GR,1.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896022200213,MACARRÃO C/ OVOS PENA -RENATA -500 GR,4.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896404607876,SAPONÁCEO CREMOSO  -GIRANDO SOL -300 ML,6.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896005286579,MACARRÃO C/ OVOS ESPAGUETE  -DONA BENTA -500 GR,2.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,4,7896096500431,PÃO FATIADO PARA LANCHE -NINO -400 GR,8.49,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7898171400025,FEIJÃO CARIOCA  -PÉ VERMELHO -1 KG,5.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891097101717,BEBIDA LÁCTEA - Bandeja -BATAVO -540 GR,5.49,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891999904805,LEITE FERMENTADO 06 unidades -VIGOR -450 GR,6.49,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896117100367,SARDINHA MOLHO DE TOMATE  -PALMEIRA -125 GR,3.68,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891527000818,CORAÇÃO - MIÚDOS CONGELADOS -COPACOL -1 KG,27.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7896256602265,QUEIJO MUSSARELA Fatiado -TIROL -400 GR,17.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896256600223,LEITE LONGA VIDA INTEGRAL  -TIROL -1 LITRO,3.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7898215151982,CREME DE LEITE ZERO LACTOSE -PIRACANJUBA -200 GR,3.58,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7898215151999,LEITE CONDENSADO ZERO LACTOSE -PIRACANJUBA -395 GR,7.75,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896256601824,LEITE SEMIDESNATADO ZERO LACTOSE  -TIROL -1 LITRO,4.39,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896022205522,MACARRÃO PARAFUSO INTEGRAL  -GALO -500 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,6,7896227650158,ABSORVENTE COM ABAS C/8 UNIDADES -COTTONBABY -1 PCTE,3.19,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7898215152811,LEITE SEMIDESNATADO ZERO LACTOSE  -PIRACANJUBA -1 LITRO,4.98,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896022200282,MACARRÃO C/ OVOS ESPAGUETE  -RENATA -500 GR,4.29,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7891242630512,LIMPADOR DESENGORDURANTE COZINHA  -UAU -500 ML,6.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7891340302113,BISCOITO WAFER  -ITAMARATY -110 GR,1.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896404605506,AGUA SANITÁRIA - CLORO ATIVO  -GIRANDO SOL -5 LITRO,11.99,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896256604931,LEITE EM PO INTEGRAL INSTANTÂNEO  -TIROL -400 GR,11.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,5,7891999011039,MARGARINA SABOR MANTEIGA C/ SAL -VIGOR -500 GR,6.25,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7790070218216,AZEITE DE OLIVA EXTRA VIRGEM -COCINERO -500 ML,25.90,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,1,7896021810017,FARINHA DE TRIGO  -NORDESTE -1 KG,3.79,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,2,7896419438014,FARINHA DE TRIGO INTEGRAL -ANACONDA -1 KG,4.59,0.00,0,0.00,0.00"
"2023-11-08,157,Atacadão,Avenida Marechal Floriano Peixoto 10520 - Alto Boqueirão - Curitiba/PR,7,7896404605483,ÁGUA SANITÁRIA FRASCO VERDE -GIRANDO SOL -1 LITRO,2.99,0.00,0,0.00,0.00"
