"data_pesquisa,id_empresa,rede,endereco_completo,codigo_categoria,id_produto,descricao,preco_regular,preco_atacado,preco_atacado_qtd,preco_promocao,preco_fidelidade"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,6,7891024172537,CONDICIONADOR -PALMOLIVE -350 ML,14.25,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,6,7891024035047,SABONETE ANTIBACTERIANO -PROTEX -85 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,6,7891024174210,SHAMPOO  -PALMOLIVE -350 ML,10.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896098905906,SABÃO EM BARRAS -YPE -900 GR,13.95,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896022205201,BISCOITO MAISENA -RENATA -360 GR,5.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7891000325131,BOMBOM CHOCOLATE -NESTLE -251 GR,12.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896019112116,CAFE VÁCUO  -DAMASCO -500 GR,13.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7891999970053,QUEIJO PARMESÃO RALADO -VIGOR -50 GR,5.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7899916905621,SUCO LARANJA NATURAL -NATURAL ONE -2 LITRO,14.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896275960193,REQUEIJÃO CREMOSO -FRIMESA -200 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7891035228100,LIMPA VIDROS C/ ÁLCOOL -VEJA -500 ML,11.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7891035210006,MULTIUSO ORIGINAL -VEJA -500 ML,5.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,4,7891962063874,PÃO BISNAGUINHA ORIGINAL -BAUDUCCO -260 GR,8.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,4,7891962051345,PÃO FATIADO INTEGRAL -VISCONTI -400 GR,7.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7622210592750,BISCOITO RECHEADO -TRAKINAS -126 GR,2.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896275960575,CREME DE LEITE -FRIMESA -200 GR,2.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898007290219,FEIJÃO CARIOCA -MALU -1 KG,4.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7622300860059,GELATINA SORTIDA -ROYAL -25 GR,1.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896022200213,MACARRÃO C/ OVOS PENA -RENATA -500 GR,4.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896005286579,MACARRÃO C/ OVOS ESPAGUETE  -DONA BENTA -500 GR,3.78,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,4,7896096500431,PÃO FATIADO PARA LANCHE -NINO -400 GR,8.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898171400025,FEIJÃO CARIOCA  -PÉ VERMELHO -1 KG,6.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896354800068,LEITE PASTEURIZADO INTEGRAL  -LACTO BOM -1 LITRO,5.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7891097101717,BEBIDA LÁCTEA - Bandeja -BATAVO -540 GR,5.89,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7891999904805,LEITE FERMENTADO 06 unidades -VIGOR -450 GR,7.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898342050318,ATUM SOLIDO AO NATURAL -NAUTIQUE -170 GR,8.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896117100367,SARDINHA MOLHO DE TOMATE  -PALMEIRA -125 GR,4.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7891527000818,CORAÇÃO - MIÚDOS CONGELADOS -COPACOL -1 KG,24.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,6,7896026801423,PAPEL HIGIÊNICO C/ 12 UNIDADES 30M - FOLHA DUPLA -PALOMA -1 PCTE,18.40,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896256602265,QUEIJO MUSSARELA Fatiado -TIROL -400 GR,16.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896026800754,TOALHA PAPEL -STYLUS -1 PCTE,4.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7898215151982,CREME DE LEITE ZERO LACTOSE -PIRACANJUBA -200 GR,4.38,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7898215151999,LEITE CONDENSADO ZERO LACTOSE -PIRACANJUBA -395 GR,7.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896256601824,LEITE SEMIDESNATADO ZERO LACTOSE  -TIROL -1 LITRO,4.78,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896022205522,MACARRÃO PARAFUSO INTEGRAL  -GALO -500 GR,5.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896295330235,STEAK DE FRANGO EMPANADO  -C. VALE -100 GR,1.79,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7898215152811,LEITE SEMIDESNATADO ZERO LACTOSE  -PIRACANJUBA -1 LITRO,5.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896022200282,MACARRÃO C/ OVOS ESPAGUETE  -RENATA -500 GR,4.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7891242630512,LIMPADOR DESENGORDURANTE COZINHA  -UAU -500 ML,8.28,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898915415520,DOCE DE LEITE  -TERRA VIVA -350 GR,7.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896070191181,MACARRÃO C/ OVOS PENA  -DA ROZ -500 GR,3.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896275982058,QUEIJO MUSSARELA ZERO LACTOSE  -FRIMESA -200 GR,12.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896404605506,AGUA SANITÁRIA - CLORO ATIVO  -GIRANDO SOL -5 LITRO,13.95,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7897426015021,BISCOITO ROSQUINHA -SAGRA -300 GR,3.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7897276400800,AÇÚCAR DEMERARA  -CERTANO -1 KG,5.59,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896256604931,LEITE EM PO INTEGRAL INSTANTÂNEO  -TIROL -400 GR,14.68,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7891999011039,MARGARINA SABOR MANTEIGA C/ SAL -VIGOR -500 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7897664140561,DESINFETANTE LÍQUIDO  -MINUANO -500 ML,2.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7790070218216,AZEITE DE OLIVA EXTRA VIRGEM -COCINERO -500 ML,28.90,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896021810017,FARINHA DE TRIGO  -NORDESTE -1 KG,3.79,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896419438014,FARINHA DE TRIGO INTEGRAL -ANACONDA -1 KG,5.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7897664130036,DETERGENTE LÍQUIDO  -MINUANO -500 ML,2.38,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898007290202,FEIJÃO PRETO  -PONTAROLLO PREMIUM -1 KG,5.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896232115673,MACARRÃO C/ OVOS ESPAGUETE  -JOIA -500 GR,2.40,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896070191013,MACARRÃO C/ OVOS PARAFUSO  -DA ROZ -500 GR,3.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898342050257,SARDINHA MOLHO DE TOMATE  -NAUTIQUE -125 GR,4.38,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896256600544,QUEIJO MUSSARELA Fatiado -TIROL -150 GR,7.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896022205843,BISCOITO MARIA -TODESCHINI -360 GR,4.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7892300030664,PIPOCA PARA MICROONDAS  -SINHA -90 GR,3.78,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7891962052564,TORRADA -VISCONTI -120 GR,3.58,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896021624553,ESPONJA DUPLA FACE -LIMPPANO -4 UN,4.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896084900151,LOÇÃO REPELENTE DE INSETOS -NO INSET -100 ML,14.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7908324402865,SABÃO EM BARRAS -MINUANO -900 GR,13.95,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7897664150010,AMACIANTE ROUPAS  -MINUANO -2 LITRO,9.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7898007290059,FEIJÃO PRETO  -MALU -1 KG,5.48,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896256604979,LEITE CONDENSADO ZERO LACTOSE -TIROL -395 GR,8.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7897276400145,AÇÚCAR MASCAVO  -CERTANO -1 KG,12.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896018800663,ESFREGÃO PARA PISO C/ ABRASIVO -LORENZON -1 UN,18.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896018800922,RODO DUPLO PLÁSTICO  -LORENZON -1 UN,13.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,2,7896038310197,MASSA ALIMENTÍCIA DE ARROZ PARAFUSO ZERO GLÚTEN  -URBANO -500 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,5,7896275921101,BANHA SUÍNA USO CULINÁRIO -FRIMESA -450 GR,5.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7897393601029,FLOCOS DE MILHO COM AÇUCAR CORN SUGAR -ALCA FOODS -500 GR,13.98,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7896894900037,AÇÚCAR REFINADO  -CARAVELAS -5 KG,19.95,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,1,7622210571601,PO P/ REFRESCO -TANG -18 GR,0.99,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7891022638004,DETERGENTE LÍQUIDO  -LIMPOL -500 ML,2.28,0.00,0,0.00,0.00"
"2023-11-08,26,Jacomar,Rua Desembargador Antônio de Paula - 2765 - Boqueirão - Curitiba/PR,7,7896404607876,SAPONÁCEO CREMOSO  -GIRANDO SOL -300 ML,7.98,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,7,7896018800830,VASSOURA DE NYLON PAPAGAIO  -LORENZON -1 UN,14.89,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896041156010,MILHO VERDE EM CONSERVA  -ODERICH -200 GR,4.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896058595376,BALA DE GELATINA FORMAS URSO OU BOCA  -DORI -85 GR,4.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896058595406,BALA DE GELATINA SABORES  -DORI -85 GR,4.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896058595413,BALA DE GELATINA AMORA  -DORI -85 GR,4.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896058595420,BALA PESCOÇO DE GIRAFA SABORES  -DORI -30 GR,2.29,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,2,7896256604511,CREME DE LEITE ZERO LACTOSE -TIROL -200 GR,4.69,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,2,7896256604528,DOCE DE LEITE ZERO LACTOSE  -TIROL -350 GR,12.59,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000152,CANJICA DE MILHO BRANCA  -RD -500 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000169,QUIRERINHA  -RD -500 GR,4.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000343,GRÃO DE BICO  -RD -500 GR,9.29,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000428,MILHO PIPOCA  -RD -500 GR,5.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000473,SAGU  -RD -500 GR,9.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271000497,TRIGO PARA QUIBE  -RD -500 GR,6.79,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271001043,ESPECIARIAS PIMENTA DO REINO EM PO SACHÊ -RD -35 GR,3.69,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271001265,ESPECIARIAS COLORÍFICO (COLORAU) SACHÊ -RD -80 GR,2.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271001845,FAROFA PRONTA TRADICIONAL  -RD -500 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271003702,TAPIOCA MASSA PRONTA  -RD -500 GR,7.29,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271003832,SAL REFINADO  -RD -1 KG,3.86,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896327514916,PO PARA PUDIM  -APTI -50 GR,1.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,2,7896327515371,MISTURA PARA BOLO INTEGRAL  -APTI / APTIVA -400 GR,4.98,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896327515715,ACHOCOLATADO EM PO  -APTI POWER -370 GR,7.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,7,7896404607807,LIMPADOR DILUÍVEL PARA LIMPEZA PESADA  -GIRANDO SOL -500 ML,4.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7897020900204,BOLACHA DOCE TRADICIONAL  -NEGA MALUCA -400 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7897020900211,BOLACHA DOCE GLACÊ  -NEGA MALUCA -400 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,6,7908324400694,SABONETE HYDRATTA -FRANCIS -90 GR,3.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896271004129,TEMPERO COMPLETO C/ OU S/ PIMENTA -RD -300 GR,3.89,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,7896256602111,BEBIDA LÁCTEA CHOCOLATE -SHOWKINHO -200 ML,2.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,7898918132059,MASSA PARA PASTEL ROLO -TRINDADE -1 KG,12.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,7896256601626,IOGURTE INTEGRAL BICAMADAS -TIROL -130 GR,3.79,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,7898918132066,MASSA PARA PASTEL -TRINDADE -500 GR,8.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,111117,ARROZ POLIDO  -( + ) BARATO -1 KG,6.49,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,111118,ARROZ POLIDO -( + ) BARATO -5 KG,29.89,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,111139,ESPECIARIAS CANELA EM PO SACHÊ -( + ) BARATO -30 GR,4.90,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,111140,ESPECIARIAS COLORAU SACHÊ -( + ) BARATO -80 GR,2.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,111142,ESPECIARIAS PIMENTA DO REINO SACHÊ -( + ) BARATO -35 GR,3.69,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,555581,MORTADELA -( + ) BARATO -500 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,5,555587,SALSICHÃO  -( + ) BARATO -500 GR,8.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888887,ACELGA -1 MC/CX,4.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888889,AIPIM -1 KG,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888891,ALFACE LISA -1 PC/UN,2.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888900,BATATA SALSA -1 KG,4.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888924,LIMÃO ROSA -1 KG,2.59,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888938,MORANGO -250 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888943,PÊSSEGO NACIONAL -1 KG,5.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888953,SALSA -1 MC/CX,1.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,8,888957,TOMATE RASTEIRO -1 KG,8.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896035911229,FARINHA DE MANDIOCA BRANCA  -AMAFIL -1 KG,7.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,7,7896404607876,SAPONÁCEO CREMOSO  -GIRANDO SOL -300 ML,5.79,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896022205218,BISCOITO MARIA -RENATA -360 GR,6.99,0.00,0,0.00,0.00"
"2023-11-08,,Supermercado Galvão,Rua Francisco Claudino Ferreira - Sítio Cercado - Curitiba/PR,1,7896035911168,FARINHA DE MANDIOCA TORRADA -MONSIL -1 KG,7.99,0.00,0,0.00,0.00"
